Word_Idx,Antonym1,Antonym2,Antonym3,Antonym4
desensitize_1,sensitise,sensitize
desensitize_2,sensitize 
desensitizing_1,sensitizing 
deserved_1,unmerited 
deservedly_1,undeservedly 
desiccate_4,hydrate,
designed_2,undesigned,
designedly_1,accidentally,unintentionally,accidentally
desirability_1,undesirability,
desirable_1,undesirable,
desirableness_1,undesirability,
desirous_1,undesirous,
desist_1,consume,
despair_2,hope,
despair_3,hope,
dessert apple_1,cooking apple,
destabilisation_1,stabilisation,stabilization 
destabilise_1,stabilize,stabilize 
destabilise_2,stabilise,stabilize 
destabilization_2,stabilisation,stabilization 
destabilize_1,stabilize,stabilize 
destabilize_2,stabilise,stabilize 
destalinise_1,stalinize,
destalinize_1,stalinize,
destroyed_1,preserved,
destructibility_1,indestructibility,
destructible_1,indestructible,
destructive metabolism_1,anabolism,
destructive_1,constructive,
destructiveness_1,constructiveness,
desynchronisation_1,synchronizing,synchronization,synchronism
desynchronise_1,synchronise,synchronize 
desynchronization_1,synchronizing,synchronization,synchronism
desynchronize_1,synchronise,synchronize 
desynchronizing_1,synchronizing,synchronization,synchronism
detach_1,attach,
detach_2,attach,
detachable_1,attachable
detached_3,attached
detain_1,free
detain_2,rush
detected_2,undetected
deter_2,persuade
deteriorate_2,recuperate
determinable_1,indeterminable
determinate_1,indeterminate
determinate_3,indeterminate
determined_1,undetermined
determinedly_1,unambitiously
deterrence_2,incentive
detest_1,love
dethrone_1,enthrone
detransitivise_1,transitivize
detransitivize_1,transitivize 
detribalisation_2,tribalisation,tribalization
detribalization_2,tribalisation,tribalization
detrimentally_1,harmlessly 
devaluate_1,appreciate 
devalue_2,appreciate 
developed_1,undeveloped 
development_4,devolution 
development_6,nondevelopment 
deviate_5,conform 
devitalise_1,vitalize 
devitalize_1,vitalize 
devoice_1,voice 
devolution_1,evolution 
devolve_2,recuperate 
dextral_1,sinistral 
dextrorotation_1,levorotation 
diabatic_1,adiabatic 
diachronic_1,synchronic 
diadromous_1,anadromous,catadromous
diamond_3,outfield 
diapsid reptile_1,anapsid 
diapsid_1,anapsid 
diatonic_1,chromatic 
diclinous_1,monoclinous 
dicotyledonous_1,monocotyledonous 
die_6,be born 
dielectric_1,conductor 
differ_1,agree 
differ_2,equal 
difference_4,sameness 
different_1,same 
different_4,like
differentiate_1,integrate
differentiate_2,dedifferentiate
differentiated_1,undifferentiated
difficult_2,easy
difficult_3,manageable
difficultness_1,ease
difficulty_3,ease
diffidence_1,confidence
diffuse_3,hard
diffused_2,hard
digestibility_1,indigestibility
digestible_1,indigestible
digestibleness_1,indigestibility
digital_1,analogue
digitigrade mammal_1,plantigrade mammal
digitigrade_1,plantigrade
digitigrade_2,plantigrade mammal
dignified_1,undignified
dilate_2,contract
diligent_1,negligent
dilute_1,undiluted
diluted_1,undiluted
dilution_2,concentration
dim_3,undimmed
dim_7,focus
dim_9,brighten
diminish_2,increase
diminished_1,hypertrophied
diminution_2,increase
diminution_3,augmentation
dimmed_1,undimmed
dine in_1,eat out 
dine out_1,eat in 
dioecian_1,monoecious 
dioecious_1,monoecious 
diploid_1,polyploid,haploid
diplomatic_1,undiplomatic 
diplomatical_1,undiplomatic 
diplomatically_1,undiplomatically 
direct antonym_1,direct antonym
direct current_1,alternating current 
direct discourse_1,indirect discourse 
direct evidence_1,circumstantial evidence 
direct quotation_1,indirect discourse 
direct_2,alternating 
direct_3,indirect 
direct_4,indirect 
direct_5,inverse
direct_6,collateral
direct_8,retrograde
directional_2,omnidirectional
directly_1,indirectly
directness_2,indirectness
dirtiness_3,cleanness
dirty_1,clean
dirty_10,clean
dirty_13,clean
dirty_4,clean
disable_1,enable
disabling_2,enabling
disaccord_1,agree
disadvantage_1,advantage
disadvantage_2,advantage
disadvantageous_1,advantageous 
disadvantageously_1,advantageously,well
disagree_1,agree 
disagree_2,agree 
disagreeable_1,agreeable 
disagreeableness_1,agreeableness 
disagreeableness_2,agreeableness 
disagreeably_1,agreeably 
disagreement_2,agreement 
disagreement_3,agreement 
disallow_1,allow,permit
disappear_2,appear 
disappear_4,appear 
disappearance_1,appearance 
disappearance_3,appearance 
disappearing_2,appearance 
disapprobation_1,approbation 
disapproval_2,approval 
disapproval_3,approval 
disapproval_4,approval 
disapprove_1,approve 
disapprove_2,approve 
disapproved_1,approved 
disapprovingly_1,approvingly 
disarm_2,arm 
disarmament_1,armament,arming
disarming_3,armament,arming
disarrange_2,arrange 
disarranged_1,arranged 
disarray_3,order 
disassemble_1,assemble 
disassembly_1,assembly,assembly
disassociation_2,association 
disassortative mating_1,assortative mating 
disavow_1,avow 
disbelief_2,belief 
disbelieve_1,believe 
disbelievingly_1,believingly,credulously
disburden_1,burden 
discalceate_1,calced 
discalced_1,calced 
discase_1,dress,dress
discernable_1,indiscernible 
discernible_1,indiscernible 
discerning_2,undiscerning 
discharge_10,convict 
discharge_13,fill 
discharge_18,enlist 
discharge_19,charge
discipline_5,indiscipline
disclaim_1,claim
disclaim_2,claim
discolor_1,color
discomfort_2,comfort
discomposed_1,composed
discomposure_2,composure
disconfirming_2,positive
disconnect_2,connect
disconnect_3,plug in
disconnected_5,legato
disconnectedness_1,connectedness
disconnection_1,connectedness
disconsolate_2,consolable
discontent_1,contented
discontent_2,contentment 
discontent_3,content 
discontented_1,contented 
discontentedness_1,contentment 
discontentment_1,contentment 
discontinuance_1,continuation,continuance
discontinuation_1,continuation,continuance
discontinue_2,continue 
discontinue_3,continue 
discontinued_1,continued 
discontinuity_1,continuity 
discontinuous_1,continuous 
discontinuous_2,continuous 
discord_5,agree 
discordant_1,accordant 
discourage_2,encourage 
discouragement_2,encouragement 
discouraging_1,encouraging 
discouragingly_1,encouragingly 
discourteous_1,courteous 
discourteously_1,courteously,politely
discourtesy_3,courtesy 
discredit_1,repute 
discredit_2,believe 
discreet_3,indiscreet 
discreetly_1,indiscreetly 
discriminate_1,indiscriminate 
discriminating_2,undiscriminating 
discriminating_3,indiscriminate 
discriminatory_4,unprejudiced 
disembark_1,embark 
disembarkation_1,embarkation 
disembarkment_1,embarkation 
disembarrassment_1,embarrassment 
disenable_1,enable 
disenchant_1,enchant 
disenchanted_1,enchanted 
disenfranchise_1,enfranchise 
disenfranchised_1,enfranchised 
disenfranchisement_1,enfranchisement 
disengage_1,engage 
disengage_2,obstruct 
disengage_3,engage 
disentangle_4,snarl,entangle
disequilibrium_1,equilibrium 
disesteem_1,esteem 
disesteem_2,esteem,respect
disfavor_3,advantage 
disfavour_3,advantage
disfranchise_1,enfranchise
disfranchised_1,enfranchised
disgorge_2,keep down
disgrace_3,honor
dishearten_1,hearten
dishonest_3,honest
dishonestly_1,honestly
dishonesty_2,honesty
dishonor_1,honor
dishonor_2,honor
dishonor_3,honor
dishonor_4,honor
dishonorable_2,honest
dishonorable_3,honorable
dishonorable_5,glorious
dishonorableness_1,honorableness
dishonorably_2,honorably
dishonorably_3,honorably
dishonour_1,honor
dishonour_2,honor
dishonour_3,honor
dishonour_4,honor
dishonourable_2,honorable
dishonourableness_1,honorableness
disillusion_2,enchant
disincarnate_1,incarnate
disincentive_1,incentive
disinclination_1,inclination
disincline_1,dispose
disinclined_1,inclined
disinfect_1,infect
disinflation_1,inflation,deflation
disingenuous_1,ingenuous 
disingenuousness_1,ingenuousness 
disinherit_1,bequeath 
disintegrate_2,integrate 
disintegrative_1,integrative 
disinvest_1,invest 
disinvest_2,invest 
disjoin_1,join 
disjoin_2,join 
disjoint_4,join 
disjoint_5,join 
disjunct_1,conjunct 
disjunction_2,connectedness 
disjunctive_1,conjunctive 
disjuncture_1,connectedness 
dislike_2,liking 
dislike_3,like 
disliked_1,liked 
dislodge_2,lodge 
disloyal_1,loyal 
disloyal_2,patriotic 
disloyally_1,loyally 
disloyalty_1,loyalty 
dismantle_1,assemble 
dismantle_2,raise 
dismantlement_1,assembly,assembly
dismantling_1,assembly,assembly
dismay_4,elate 
dismiss_3,hire 
disobedience_1,obedience 
disobedience_2,compliance,obedience
disobedient_1,obedient 
disobediently_1,obediently 
disobey_1,obey 
disoblige_1,oblige 
disorder_1,order,orderliness
disorder_2,order 
disorder_4,order 
disordered_3,ordered 
disorderliness_2,order,orderliness
disorderly_1,orderly 
disorganise_1,organise,organize
disorganised_1,organized 
disorganize_1,organise,organize
disorganized_1,organized 
disorient_1,orient 
disorientate_1,orient 
disorienting_1,orienting 
disown_1,bequeath 
disparage_1,flatter 
dispensability_1,indispensableness,indispensability
dispensable_1,indispensable 
dispensableness_1,indispensableness,indispensability
dispersion_2,concentration 
dispirit_1,elate 
displaying incompetence_1,competently 
displease_1,please 
displeased_1,pleased 
displeasing_1,pleasing 
disposable_1,nondisposable 
disposable_2,nondisposable 
dispose_2,indispose 
dispose_3,disqualify 
disproportion_1,proportion 
disproportional_1,proportionate 
disproportionate_1,proportionate 
disproportionately_1,proportionately 
disproportionately_2,proportionately 
disprove_1,prove 
disqualify_1,qualify 
disqualify_2,qualify 
disqualifying_1,enabling 
disreputability_1,reputability,respectability
disreputable_1,reputable 
disreputableness_1,reputability,respectability
disreputably_1,reputably 
disrepute_1,repute 
disrespect_1,respect 
disrespect_4,esteem,respect
disrespect_5,respect 
disrespectful_1,respectful 
disrespectfully_1,respectfully 
disrobe_1,dress,dress
dissatisfaction_1,satisfaction 
dissatisfy_1,satisfy 
dissect_1,synthesize 
dissension_1,agreement 
dissent_4,agree 
dissent_5,assent 
disservice_1,service 
dissever_1,unite 
dissimilar_1,similar 
dissimilar_2,alike 
dissimilar_3,like 
dissimilarity_1,similarity 
dissimilate_1,assimilate 
dissimilate_2,assimilate 
dissimilate_3,assimilate 
dissimilation_1,anabolism 
dissimilitude_1,similitude,likeness
dissociate_2,associate 
dissonance_1,agreement 
dissonance_3,harmony 
dissonant_2,musical 
dissuade_1,persuade 
dissuasion_1,persuasion 
dissuasive_1,persuasive 
dissymmetry_1,symmetry 
distal_1,mesial 
distal_2,proximal 
distant_2,close 
distant_3,close 
distemper_2,good humor 
distinct_1,indistinct 
distinctness_3,softness,indistinctness
distinguishable_1,indistinguishable 
distort_5,untwist 
distressed_2,euphoric 
distributary_1,tributary 
distribute_7,gather 
distributed_1,concentrated 
distribution_3,concentration 
distributive_1,collective 
distrust_1,trust 
distrust_3,trust,trust
distrustful_1,trustful 
distrustfully_1,trustfully 
distrustfulness_1,trust 
disunify_1,unify 
disunion_1,union 
diurnal_2,nocturnal 
diverge_1,converge,converge
diverge_2,converge 
diverge_3,conform 
diverge_4,converge 
divergence_4,convergency,convergence
divergency_1,convergency,convergence
divergent thinking_1,convergent thinking 
divergent_2,convergent 
diverging_1,convergent 
diversified_1,undiversified 
diversify_1,specialize,specialise
divest_2,invest 
divest_3,invest 
divide_3,multiply 
divide_8,unite 
divided_1,united 
divider_4,lumper 
diving duck_1,dabbling duck 
divisible_1,indivisible 
do_9,unmake 
docile_2,stubborn 
dock_10,undock 
dock_9,undock 
doctor_5,break 
doctrine of analogy_1,apophatism,cataphatism
documented_3,undocumented 
dolichocephalic_1,brachycephalic 
dolichocranial_1,brachycephalic 
dolichocranic_1,brachycephalic 
domestic flight_1,international flight 
domestic_2,undomestic 
domestic_3,foreign 
domestication_3,wildness 
dominant_1,subordinate 
dominant_2,recessive 
domineering_1,submissive 
dope off_1,wake up 
dormant_2,active 
dorsal_1,adaxial 
dorsal_2,ventral 
double_1,multivalent,univalent
double_7,single 
double-barreled_1,single-barreled 
double-barrelled_1,single-barreled 
double-breasted_1,single-breasted 
doubt_2,certainty 
doubtfulness_1,certainty 
dove_3,hawk 
dovishness_1,hawkishness 
down the stairs_1,upstairs 
down_1,up 
down_10,upwardly,upward,upwards,up
down_11,up 
down_12,up 
downfall_1,rise 
downgrade_2,upgrade 
download_1,upload 
downmarket_1,upmarket 
downplay_1,play up,foreground,
downplay_2,overstate 
downriver_1,upstream,upriver,
downslope_1,ascent 
downstage_1,upstage 
downstage_2,upstage 
downstair_1,upstairs 
downstairs_1,upstairs 
downstairs_2,upstairs 
downstream_1,upstream 
downstream_2,upstream,upriver,
downtick_1,uptick 
downtime_1,uptime 
downtown_1,uptown 
downtown_2,uptown 
downward_3,upwardly,upward,upwards,up
downwardly_1,upwardly,upward,upwards,up
downwards_1,upwardly,upward,upwards,up
downwind_2,upwind,leeward
downwind_3,upwind 
doze off_1,wake up 
draft_13,discharge 
draftee_1,volunteer 
drained_2,undrained 
dramatic_2,lyric 
dramatic_3,undramatic 
dramatically_1,undramatically 
draw a blank_1,remember 
draw in_1,repel 
draw in_4,pull out 
draw off_2,deposit 
draw_12,repel 
draw_28,push 
draw_44,deposit 
dress down_2,dress up
dress up_4,dress down
dress_13,undress
dress_7,undress
drift off_1,wake up
drinkable_1,undrinkable
drinker_2,nondrinker
drive_29,attract
driver_4,nondriver
drop by the wayside_1,enter
drop dead_1,be born
drop off_3,wake up
drop off_4,gain
drop out_1,enter
drop_14,recuperate
drop_20,sharpen
drop_25,attend to
drop-off_2,increase
drowse off_1,wake up
drowsiness_1,wakefulness
drumbeater_1,nonpartisan
drunk_1,sober
drunkenness_3,soberness
dry fly_1,wet fly
dry out_2,wet
dry season_1,rainy season
dry up_1,hydrate
dry_1,wet
dry_15,wet
dry_16,wet
dry_18,wet
dry_3,sweet
dry_6,wet
dry_7,phlegmy
dry-bulb thermometer_1,wet-bulb thermometer
dry-eyed_1,tearful
dryness_3,wetness
dubiety_1,certainty
dubiousness_1,certainty
due_2,undue
due_3,undue
dulcify_1,sour
dulcorate_1,sour
dull_1,lively
dull_13,sharpen
dull_2,sharp
dull_4,sharp
dull_6,bright
dullness_1,sharpness,sharpness
dullness_5,brightness 
dumb bomb_1,smart bomb 
dummy up_1,open up 
dying_2,nascent 
dying_3,birth 
dynamic_1,stative 
dynamic_2,undynamic 
dynamical_1,undynamic 
dysgenic_1,eugenic 
dysgenics_1,eugenics 
dysphemism_1,euphemism 
dysphemistic_1,euphemistic 
dysphoria_1,euphoria 
dysphoric_1,euphoric 
dyspneal_1,breathing 
dyspneic_1,breathing 
dyspnoeal_1,breathing 
dyspnoeic_1,breathing 
dystopia_2,utopia 
dystopian_2,utopian 
eager_1,uneager 
eared_1,earless 
earless_1,eared 
earliness_1,lateness 
early_1,middle,late
early_2,late 
early_5,middle,late
early_7,late 
earned run_1,unearned run 
earned_1,unearned 
earnestness_2,frivolity 
earthly_1,heavenly
ease_2,difficulty
easiness_2,difficulty
east_1,west
easterly_3,westerly
eastern_1,western
eastern_3,western
easy money_1,tight money
easy_15,quickly
easy_3,difficult
easy_5,uneasy
eat in_1,eat out
eat out_1,eat in
eatable_1,inedible
eating apple_1,cooking apple
ebb away_1,tide
ebb down_1,tide 
ebb off_1,tide 
ebb out_1,tide 
ebb_4,tide 
ebbtide_1,flood tide 
ebracteate_1,bracteate 
eccentric_2,concentric 
eccentricity_1,concentricity 
eccrine_1,apocrine 
ecdemic_1,endemic,epidemic
echoic_2,nonechoic 
echt_1,counterfeit 
economise_1,waste 
economize_1,waste 
ectomorphic_1,endomorphic,mesomorphic
edible_1,inedible 
edifying_1,unedifying 
educated_2,uneducated 
edulcorate_1,sour 
e'er_1,never 
effective_2,ineffective 
effectively_1,ineffectively,inefficaciously
effectiveness_1,ineffectiveness 
effectivity_1,ineffectiveness 
effector_3,receptor 
effectual_1,ineffective 
effectuality_1,ineffectiveness 
effectually_1,ineffectually 
effectualness_1,ineffectiveness 
efferent_1,afferent 
effervescent_2,noneffervescent 
effervescent_3,still 
efficacious_1,ineffective 
efficacious_2,inefficacious 
efficaciously_1,ineffectively,inefficaciously
efficaciousness_1,inefficacy 
efficacy_1,inefficacy 
efficiency_2,inefficiency 
efficient_1,inefficient 
efficiently_1,inefficiently 
effluence_1,influx,inflow
efflux_1,influx,inflow
effortful_1,effortless 
effortfulness_1,effortlessness 
effortless_2,effortful 
effortlessness_1,effortfulness 
egalitarian_2,elitist 
egocentric_1,altruistic 
egocentrism_1,altruism 
egoism_1,altruism 
egoistic_1,altruistic 
egoistical_1,altruistic 
egotistically_1,unselfishly 
egress_3,immersion,ingress
elaborate_4,contract 
elastic_1,inelastic 
elasticity_1,inelasticity 
elate_1,depress 
elated_1,dejected 
elation_2,depression 
elderly_2,young 
elected_1,appointive 
elective_1,appointive 
electrolytic cell_1,voltaic cell 
electronegative_1,neutral,positive
electroneutral_1,positive,negative
electronic mail_1,snail mail,snail mail
electronic mail_1,snail mail 
electropositive_1,negative,neutral
elegance_1,inelegance 
elegant_1,inelegant 
elegantly_1,inelegantly 
elevate_2,demote 
elevate_3,lower 
elevation_7,natural depression 
eligibility_1,ineligibility 
eligible_1,ineligible 
eliminate_5,necessitate 
elitist_1,egalitarian 
eloquently_1,inarticulately,ineloquently
eloquently_2,inarticulately 
elucidate_1,obfuscate 
email_1,snail mail,snail mail
email_1,snail mail 
e-mail_1,snail mail,snail mail
e-mail_1,snail mail 
embark_2,disembark 
embarkation_1,disembarkation 
embarkment_1,disembarkation 
embarrassment_4,disembarrassment 
embellish_4,uglify 
embolden_1,dishearten 
emersion_1,immersion,ingress
emigrate_1,immigrate 
emit_2,absorb 
emmetropic_1,ametropic 
emotional person_1,unemotional person
emotional_1,unemotional
emotional_3,cerebral
emotionalism_1,unemotionality
emotionality_1,unemotionality
emotionally_1,unemotionally
emotionlessness_2,emotionality
empathetically_1,unsympathetically
empiric_2,theoretical
empirical_1,theoretical
empirically_1,theoretically
employ_1,unemployment
employ_2,fire
employable_1,unemployable
employed_1,unemployed
employee_1,employer
employer_1,employee
employment_1,unemployment
emptiness_1,fullness
empty_1,full
empty_7,fill
empty_8,fill
emulsify_1,demulsify
emulsify_2,demulsify
enable_1,disable
enabling_1,disabling
enchant_2,disenchant
enchanted_1,disenchanted
encipher_1,decode
enclosed_1,unenclosed
enclothe_1,undress
encode_1,decode
encourage_2,discourage 
encouragement_1,discouragement 
encouraging_1,discouraging 
encouragingly_1,discouragingly 
encrypt_1,decode 
encumbered_1,unencumbered 
end_11,beginning,middle
end_16,begin 
end_17,begin,begin
end_5,beginning,middle
endemic_2,cosmopolitan 
endemic_3,epidemic,ecdemic
endemical_1,epidemic,ecdemic
ending_1,beginning 
ending_3,beginning,middle
endlessly_2,finitely 
endocentric_1,exocentric 
endocrinal_1,exocrine 
endocrine_1,exocrine 
endoergic_1,exoergic 
endogamic_1,exogamous,autogamous
endogamic_2,exogamous 
endogamous_1,exogamous,autogamous
endogamous_2,exogamous 
endogamy_1,exogamy 
endogenic_2,exogenic,exogenous
endogenous_2,exogenic,exogenous
endomorphic_1,mesomorphic,ectomorphic
endothermal_1,exothermic 
endothermic_1,exothermic 
endotoxin_1,exotoxin 
endowed_1,unendowed 
endozoic_1,epizoic,
end-stopped_1,run-on,
endure_4,enjoy,
enemy_2,friend,
energetic_2,lethargic,
energise_2,de-energise,de-energize,sedate
energize_2,de-energise,de-energize,sedate
energy-absorbing_1,exoergic,
energy-releasing_2,endoergic,
enforce_1,exempt,
enforceable_1,unenforceable,
enforced_1,unenforced,
enfranchise_1,disenfranchise,
enfranchised_1,disenfranchised,
enfranchisement_1,disenfranchisement,
engage_4,fire,
engage_7,disengage,
engage_9,disengage,
engagement_7,non-involvement,nonparticipation,non-engagement
enjoy_3,suffer,
enjoyably_1,disagreeably,unpleasantly 
enlace_1,untwine,
enlarge_1,reduce,
enlarge_2,contract,
enlarged_4,atrophied,
enlargement_2,contraction,
enlightened_2,unenlightened,
enlightened_5,uninitiate,
enlightening_1,unedifying,
enlightening_2,unenlightening,
enlightenment_1,unenlightenment,
enlist_1,discharge,
enliven_2,deaden 
enlivened_1,unenlivened 
enquiry_3,answer 
enrapture_1,disenchant 
enrich_1,impoverish 
enrich_2,deprive 
entangle_2,unsnarl,disentangle
enter_2,exit 
enter_7,drop out 
enterprising_1,unenterprising 
entertaining_1,unentertaining 
enthral_1,disenchant 
enthrall_1,disenchant 
enthrone_1,divest 
enthrone_2,dethrone 
enthusiastic_1,unenthusiastic 
enthusiastically_2,unenthusiastically 
entirely_2,partly 
entomophilous_1,anemophilous 
entozoan_2,epizoic 
entozoic_1,epizoic 
entwine_1,untwine 
environmentalism_1,hereditarianism 
epidemic_1,endemic,ecdemic
epizoic_1,entozoic 
equal_1,unequal 
equal_2,unlike 
equal_4,differ 
equalitarian_1,elitist 
equality_2,inequality 
equally_2,unequally,unevenly
equanimity_1,discomposure 
equatorial_3,polar 
equilibrate_1,unbalance 
equilibrise_1,unbalance 
equilibrium_4,disequilibrium 
equilibrize_1,unbalance 
equipped_1,unequipped 
equipped_3,unfurnished 
equipping_1,disarmament,disarming
equipt_1,unequipped 
equitable_1,inequitable 
equitably_1,inequitably 
equity_2,inequity,unfairness
equivalence_3,nonequivalence 
equivalent word_1,antonym 
equivalent_1,unlike 
equivocal_1,unequivocal 
equivocally_1,unambiguously 
equivocalness_1,unequivocalness,unambiguity
eradicable_1,ineradicable 
erase_1,record 
erect_2,unerect 
erect_3,level 
eremite_1,cenobite 
eremitic_2,cenobitic 
eremitical_2,cenobitic 
errancy_1,inerrancy 
eruptive_2,aqueous 
escalate_1,de-escalate 
esoteric_1,exoteric 
essential_2,inessential 
essential_5,adjective 
essential_7,inessential 
essentiality_1,inessentiality 
essentialness_1,inessentiality 
establish_7,disprove 
establish_8,abolish 
established_2,unestablished 
esteem_2,disesteem 
esteem_3,disrespect 
esteem_4,disesteem,disrespect
esthesia_1,insensibility 
esthetic_1,inaesthetic 
esthetical_1,inaesthetic 
estimable_1,contemptible 
estivate_1,hibernate,hibernate
estrous_1,anestrous 
estrus_1,anestrus 
ethical drug_1,over-the-counter medicine,over-the-counter drug
ethical_3,unethical 
ethically_1,unethically 
eucaryote_1,prokaryote 
eucaryotic_1,procaryotic,prokaryotic
eudaemon_1,cacodemon 
eudaemonia_1,ill-being 
eudaimonia_1,ill-being 
eudemon_1,cacodemon 
eugenic_1,dysgenic 
eugenics_1,dysgenics 
eukaryote_1,prokaryote 
eukaryotic_1,procaryotic,prokaryotic
euphemism_1,dysphemism 
euphemistic_1,dysphemistic 
euphonious_1,cacophonous 
euphonous_1,cacophonous 
euphoria_1,dysphoria 
euphoric_1,dysphoric 
euphory_1,dysphoria 
eupneic_1,breathless 
eupnoeic_1,breathless 
eusporangiate_1,leptosporangiate 
evasion_4,payment 
even_2,uneven 
even_3,odd 
evenly_1,unequally,unevenly
evenly_2,unevenly 
evenness_1,unevenness 
evenness_2,variability,unevenness
eventful_2,uneventful 
even-toed ungulate_1,odd-toed ungulate 
ever_1,never 
evergreen plant_1,deciduous plant 
evergreen_1,deciduous 
evergreen_2,deciduous plant 
everydayness_1,uncommonness 
evil_1,good 
evil_6,goodness,good
evilness_1,goodness,good
evitable_1,inevitable 
evolution_1,devolution 
ex vivo_1,in vivo 
exacerbate_2,better 
exact_2,inexact 
exacting_2,unfastidious 
exactitude_1,inexactness 
exactly_3,inexactly,imprecisely
exactness_1,inexactness 
exaggerate_2,understate
exaggeration_3,understatement
exasperate_3,better
exaugural_1,inaugural
except_2,include
exchangeability_1,unexchangeability
exchangeable_1,unexchangeable
exchangeable_2,inconvertible
excitable_1,unexcitable
excite_1,calm
excite_6,stifle
excited_2,unexcited
exciting_1,unexciting
excitingly_1,unexcitingly
exclude_2,include
exclude_4,admit
exclude_5,include,
exclusion_4,inclusion,
exclusive_1,inclusive,
excommunicate_2,communicate,
exculpate_1,convict,
exculpatory_1,inculpatory,
excusable_2,inexcusable,
excusably_1,unpardonably,unforgivably,inexcusably
excusatory_1,unapologetic,
exempt_1,nonexempt,
exempt_2,taxable,
exempt_4,enforce,
exhale_1,inhale,
exhausted_1,unexhausted,
exhaustible_1,inexhaustible,
exile_4,repatriate,
existence_1,nonexistence,nonbeing
existent_1,potential 
existent_2,nonexistent 
existent_3,unreal 
existing_1,nonexistent 
exit_4,be born 
exit_5,enter 
exocentric_1,endocentric 
exocrine_1,endocrine 
exoergic_1,endoergic 
exogamic_1,autogamous,endogamous
exogamic_2,endogamous 
exogamous_1,autogamous,endogamous
exogamous_2,endogamous 
exogamy_1,endogamy 
exogenic_1,endogenic,endogenous
exogenous_1,endogenic,endogenous
exon_1,intron 
exonerate_1,convict 
exoteric_1,esoteric 
exothermal_1,endothermic 
exothermic_1,endothermic 
exotoxin_1,endotoxin 
expand_2,contract 
expand_7,contract 
expanded_1,contracted 
expansion_1,contraction 
expansive_1,unexpansive 
expatiate_1,contract 
expatriate_2,repatriate 
expected_1,unexpected 
expectedness_2,unexpectedness 
expedience_1,inexpediency,inexpedience
expediency_1,inexpediency,inexpedience
expedient_1,inexpedient 
expediently_1,inexpediently 
expedited_1,delayed 
expeditiously_1,inefficiently 
expendable_1,unexpendable 
expenditure_3,income 
expensive_1,cheap 
expensively_1,cheaply 
expensiveness_1,inexpensiveness 
experience_2,inexperience 
experienced_1,inexperienced 
experient_1,inexperienced 
expert witness_1,lay witness 
expertly_1,amateurishly 
expire_1,be born
expire_2,inhale
expired_1,unexpired
expiry_1,birth
explicable_1,inexplicable
explicit_2,implicit
explicitly_2,implicitly
explicitness_1,inexplicitness
explode_1,implode
exploited_1,unexploited
explorative_1,nonexploratory
exploratory_1,nonexploratory
explosive_1,nonexplosive
export_1,import
export_3,import
exportable_1,unexportable
exportation_1,import
expose_9,cover
exposit_1,contract
expound_1,contract
express joy_1,cry
express mirth_1,cry
express_5,local
expressed_1,implicit
expressible_1,inexpressible
expression_1,misconstruction
expressively_1,inexpressively
exsiccate_1,hydrate
extant_1,extinct
extended_5,unextended
extensible_1,nonextensile
extensile_1,nonextensile
extension_11,flexion
extensive_3,intensive
extensor muscle_1,flexor
extensor_1,flexor
exterior_1,interior
exterior_2,inside
exterior_3,inside
external_3,internal
externality_1,inwardness
externally_1,internally
exterritorial_1,territorial
extinct_1,active
extinct_2,extant
extinguish_3,ignite
extinguishable_1,inextinguishable
extra time_1,regulation time
extracellular_1,intracellular 
extramural_1,intramural 
extraordinariness_1,ordinariness 
extraordinary_1,ordinary 
extrasensory_1,sensory 
extraterritorial_1,territorial 
extraversion_1,introversion,ambiversion
extraversive_1,ambiversive,introversive
extravert_2,introvert 
extricable_1,inextricable 
extrinsic_1,intrinsic 
extrospective_1,introspective 
extroversion_1,introversion,ambiversion
extroversive_1,ambiversive,introversive
extrovert_2,introvert 
extroverted_1,introspective 
extrusive_1,intrusive
eyed_1,eyeless
eyeless_1,eyed
fabrication_1,disassembly
face up_1,avoid
face_15,avoid
face_20,back
faced_1,faceless
faceless_1,faced
faceted_1,unfaceted
factory-made_1,homemade
factual_3,de jure
factuality_1,counterfactuality
factualness_1,counterfactuality
facultative_3,obligate
fag out_1,refresh
fag_5,refresh
fail_2,pass
fail_3,pass
fail_5,succeed
fail_6,manage
failing_3,passing
failure_3,success
failure_4,success
failure_5,achiever
faintheartedness_1,stoutheartedness
faintness_2,stoutheartedness
fair ball_1,foul ball
fair_10,unfair
fair_11,unfairly
fair_8,partial
fair_9,foul
fairly_2,unfairly,
fairly_3,immoderately,unreasonably 
fair-mindedness_1,unfairness,
fairness_2,inequity,unfairness 
fairness_3,unfairness,
faithful_2,unfaithful,
faithful_3,unfaithful,
faithfully_1,unreliably,undependably,unfaithfully
faithfulness_1,unfaithfulness,infidelity 
fall asleep_1,wake up,
fall back_3,gain,
fall back_4,advance,
fall behind_1,gain,
fall by the wayside_1,enter,
fall equinox_1,vernal equinox,
fall short of_1,satisfy,
fall_21,increase 
fall_22,rise,ascend
fall_3,rise 
fall_4,ascent 
fall_5,rise 
fallibility_1,infallibility 
fallible_1,infallible 
falling_2,rising 
FALSE_7,true 
falsehood_2,truth 
falseness_2,truth 
falseness_3,sincerity 
falsify_1,correct 
falsity_1,truth 
falsity_2,truth 
falteringly_1,steadily 
fame_1,infamy
fame_2,infamy
familiar_1,unfamiliar
familiar_2,strange
